subject,course_id,course_display,description,course_url
INF,012002,INF 601 - Professional And Career Development,,https://catalog.nau.edu/Courses/course?courseId=012002&term=1261
INF,012003,INF 602 - Professional Communication,,https://catalog.nau.edu/Courses/course?courseId=012003&term=1261
INF,012004,INF 603 - Proposal And Grant Preparation,,https://catalog.nau.edu/Courses/course?courseId=012004&term=1261
INF,012916,INF 604 - Writing Scientific Papers,,https://catalog.nau.edu/Courses/course?courseId=012916&term=1261
INF,013430,INF 605 - Professional Communication For Informatics And Computing,,https://catalog.nau.edu/Courses/course?courseId=013430&term=1261
INF,014054,INF 608 - Fieldwork Experience,,https://catalog.nau.edu/Courses/course?courseId=014054&term=1261
INF,012005,INF 610 - Topics In Bioinformatics,,https://catalog.nau.edu/Courses/course?courseId=012005&term=1261
INF,012006,INF 611 - Topics In Population Health,,https://catalog.nau.edu/Courses/course?courseId=012006&term=1261
INF,012007,INF 612 - Topics In Healthcare Informatics,,https://catalog.nau.edu/Courses/course?courseId=012007&term=1261
INF,012008,INF 620 - Topics In Remote Sensing,,https://catalog.nau.edu/Courses/course?courseId=012008&term=1261
INF,012009,INF 621 - Topics In Ecological Modeling,,https://catalog.nau.edu/Courses/course?courseId=012009&term=1261
INF,012010,INF 622 - Topics In Environmental Data Analysis,,https://catalog.nau.edu/Courses/course?courseId=012010&term=1261
INF,013497,INF 623 - Contemporary Developments: Ecoinformatics Seminar,,https://catalog.nau.edu/Courses/course?courseId=013497&term=1261
INF,012527,INF 626 - Applied Bayesian Modeling,,https://catalog.nau.edu/Courses/course?courseId=012527&term=1261
INF,012528,INF 626L - Applied Bayesian Modeling Lab,,https://catalog.nau.edu/Courses/course?courseId=012528&term=1261
INF,012011,INF 630 - Topics In Cyber-physical Systems,,https://catalog.nau.edu/Courses/course?courseId=012011&term=1261
INF,012012,INF 631 - Topics In Software Engineering,,https://catalog.nau.edu/Courses/course?courseId=012012&term=1261
INF,012013,INF 632 - Topics In Wearable Computing,,https://catalog.nau.edu/Courses/course?courseId=012013&term=1261
INF,012014,INF 633 - Topics In Cybersecurity,,https://catalog.nau.edu/Courses/course?courseId=012014&term=1261
INF,012616,INF 638 - Cryptography And Public Key Infrastructure,,https://catalog.nau.edu/Courses/course?courseId=012616&term=1261
INF,012617,INF 639 - Nanomaterials And Nanoelectronics For Cybersecurity,,https://catalog.nau.edu/Courses/course?courseId=012617&term=1261
INF,012015,INF 684 - Interdisciplinary Research Rotation,,https://catalog.nau.edu/Courses/course?courseId=012015&term=1261
INF,012017,INF 685 - Graduate Research,,https://catalog.nau.edu/Courses/course?courseId=012017&term=1261
INF,013498,INF 690 - Team-based Interdisciplinary Research,,https://catalog.nau.edu/Courses/course?courseId=013498&term=1261
INF,012741,INF 697 - Independent Study,,https://catalog.nau.edu/Courses/course?courseId=012741&term=1261
INF,012627,INF 699 - Thesis,,https://catalog.nau.edu/Courses/course?courseId=012627&term=1261
INF,012018,INF 799 - Dissertation,,https://catalog.nau.edu/Courses/course?courseId=012018&term=1261
SE,013320,SE 433 - Cloud Computing,,https://catalog.nau.edu/Courses/course?courseId=013320&term=1261
SE,013321,SE 444 - Data Wrangling,,https://catalog.nau.edu/Courses/course?courseId=013321&term=1261
SE,013322,SE 450 - Software Testing,,https://catalog.nau.edu/Courses/course?courseId=013322&term=1261
SE,013323,SE 460 - Software Project Management,,https://catalog.nau.edu/Courses/course?courseId=013323&term=1261
SE,013324,SE 476 - Requirements Engineering,,https://catalog.nau.edu/Courses/course?courseId=013324&term=1261
SE,013325,SE 486C - Capstone Experience,,https://catalog.nau.edu/Courses/course?courseId=013325&term=1261
MAT,010913,MAT 100 - Mathematics Pathway,,https://catalog.nau.edu/Courses/course?courseId=010913&term=1261
MAT,009721,MAT 108 - Algebra For Precalculus,,https://catalog.nau.edu/Courses/course?courseId=009721&term=1261
MAT,005199,MAT 110 - College Algebra,,https://catalog.nau.edu/Courses/course?courseId=005199&term=1261
